,CreditScore,Balance,NumOfProducts,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,HasCrCard_No,HasCrCard_Yes,IsActiveMember_No,IsActiveMember_Yes,Tenure-group_0-2,Tenure-group_2-4,Tenure-group_4-6,Tenure-group_6-8,Tenure-group_8-10,Age-group_1-20,Age-group_20-40,Age-group_40-60,Age-group_60-80,Age-group_80-100
2555,755,148912.44,1,80416.16,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2556,634,0.0,2,164549.74,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2557,837,89900.24,2,175477.03,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2558,727,119027.28,2,137903.54,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2559,567,105222.86,2,93795.86,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2560,650,0.0,1,67997.13,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2561,655,116114.93,1,49492.15,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2562,763,187911.55,1,35825.18,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2563,843,0.0,2,67494.23,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2564,667,144432.04,1,73963.17,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2565,705,77065.9,2,145159.26,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2566,660,180520.29,1,123850.58,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2567,553,0.0,2,23822.04,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2568,612,130024.87,1,45750.21,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2569,641,110086.69,1,159773.14,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2570,513,174853.46,1,84238.63,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2571,680,108724.98,1,72330.46,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2572,711,91285.13,2,26767.85,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2573,689,0.0,2,164768.82,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2574,665,110610.41,2,1112.76,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2575,551,102994.04,1,176680.16,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
2576,645,59893.85,2,43999.64,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2577,616,149318.55,1,140746.13,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2578,582,116409.55,1,152790.92,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2579,365,127760.07,1,81537.85,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2580,697,132591.36,1,7387.8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2581,704,0.0,2,183038.33,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2582,656,113402.14,2,138849.06,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2583,712,0.0,2,170333.38,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2584,748,0.0,1,60416.76,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2585,724,0.0,2,100240.2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2586,691,136953.47,1,2704.98,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2587,563,0.0,2,68815.05,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2588,741,0.0,1,64839.23,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2589,778,123863.64,1,144494.94,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2590,848,120811.89,1,185510.34,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2591,634,148430.55,1,56055.72,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2592,505,47869.69,2,155061.97,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2593,692,150926.99,2,119817.19,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2594,537,103163.35,1,16259.64,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
2595,633,130206.28,1,184654.87,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2596,833,136674.51,2,5278.78,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2597,592,200322.45,1,113244.73,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2598,587,0.0,2,8908.0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2599,550,80927.56,1,64490.67,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2600,680,0.0,3,154971.63,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2601,622,0.0,2,155786.39,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2602,594,142574.71,2,129084.82,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2603,643,160426.07,1,188533.11,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2604,540,116160.23,1,13411.67,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2605,635,98683.47,2,15733.19,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2606,657,118829.03,2,73127.61,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2607,814,118870.92,1,101704.19,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2608,600,0.0,1,101986.16,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2609,682,0.0,1,114442.66,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2610,682,107192.38,1,15669.17,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2611,566,108010.78,1,157486.1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2612,550,0.0,2,131281.28,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2613,630,129837.72,2,197001.15,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2614,546,106458.31,4,128881.87,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2615,486,97009.15,1,85101.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2616,762,122929.42,2,149822.04,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2617,692,152296.83,4,108040.86,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2618,498,0.0,2,135795.53,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2619,850,0.0,1,25867.67,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2620,603,128993.76,2,130483.56,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2621,551,0.0,1,183479.12,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2622,627,185267.45,2,77027.34,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2623,515,0.0,2,94141.75,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2624,605,116805.82,1,4092.75,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2625,567,129750.68,1,109257.59,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2626,568,129177.01,2,104617.99,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2627,571,82506.72,2,167705.07,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2628,634,107247.69,1,103712.05,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2629,768,0.0,1,161242.99,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2630,554,157780.93,2,6089.13,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2631,629,172170.36,1,159777.37,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2632,638,0.0,2,7919.08,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2633,576,0.0,1,188274.6,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2634,661,75361.44,1,27608.12,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2635,592,0.0,2,183569.25,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2636,702,0.0,2,145537.32,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2637,647,98263.46,2,164717.95,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2638,593,0.0,2,76357.43,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2639,712,109308.79,2,120158.72,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2640,625,0.0,2,151843.54,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2641,538,164365.44,1,5698.97,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2642,637,98800.0,1,122865.55,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2643,632,193125.85,1,152665.85,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2644,736,51522.75,1,192131.77,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2645,755,84284.48,2,62851.6,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2646,425,0.0,2,140941.47,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2647,461,119889.84,1,56767.67,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2648,745,137910.45,1,177235.23,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2649,616,0.0,2,86242.18,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2650,587,100116.82,1,34215.58,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2651,850,166082.15,2,44406.17,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2652,601,0.0,2,165196.65,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2653,730,0.0,1,34542.41,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2654,532,148595.55,1,74838.64,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2655,850,94078.97,2,36980.54,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2656,779,0.0,2,111676.63,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2657,562,0.0,1,25858.68,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2658,670,164948.98,3,177028.0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2659,729,140549.4,1,30990.16,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2660,767,152509.25,1,136915.15,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2661,742,191864.51,1,108457.99,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2662,669,96418.09,1,131609.48,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2663,542,131945.94,1,159737.56,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2664,586,0.0,2,142238.54,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2665,612,142910.15,1,105890.55,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2666,740,0.0,2,194270.91,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2667,584,146311.58,1,105443.47,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2668,524,87894.26,1,173899.42,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2669,614,97445.49,2,122823.34,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
2670,598,0.0,1,13181.37,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2671,799,0.0,2,140780.8,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2672,724,154485.74,2,78560.64,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2673,601,115625.07,1,185855.21,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2674,804,108396.67,1,128276.95,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2675,745,65095.41,2,140197.42,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2676,667,103018.45,1,32462.39,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2677,518,84764.79,1,162253.9,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2678,819,0.0,2,30498.7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2679,520,115680.81,1,90280.7,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2680,625,0.0,2,32615.21,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2681,673,73088.06,2,196142.26,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2682,656,150905.03,2,16998.72,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2683,850,143054.85,1,62980.96,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2684,574,0.0,2,185660.3,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2685,679,0.0,2,77331.77,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2686,530,99948.45,1,97338.62,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2687,508,115451.05,2,67234.33,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2688,558,108235.91,1,143783.28,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2689,414,0.0,1,77661.12,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2690,648,98795.61,2,89123.99,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2691,721,0.0,2,70810.8,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2692,751,0.0,2,17550.49,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2693,662,0.0,2,21497.27,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2694,628,113146.98,2,124749.08,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2695,597,162532.14,3,36051.46,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2696,698,92053.44,1,143681.83,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2697,723,0.0,2,150694.58,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2698,586,0.0,3,170487.4,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2699,633,104944.1,1,97684.46,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2700,564,0.0,2,53520.03,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2701,649,0.0,2,15200.61,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2702,622,107879.04,1,196894.62,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2703,459,110356.42,1,4969.13,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2704,718,0.0,2,26229.24,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2705,655,109783.69,2,134034.32,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2706,696,149777.0,1,198032.93,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2707,637,104339.56,1,119882.86,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2708,630,85818.18,1,133102.3,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2709,592,212692.97,1,176395.02,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2710,634,89696.84,2,193179.88,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2711,608,0.0,2,125062.02,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2712,565,68067.24,1,143287.58,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2713,763,148564.66,1,87236.4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2714,665,136354.16,1,93769.89,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2715,649,122214.0,1,88965.46,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2716,695,0.0,2,30793.61,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2717,775,119684.88,2,74532.02,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2718,788,135139.33,1,113086.08,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2719,569,146100.75,1,32574.01,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2720,726,123110.9,3,130113.78,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2721,564,111760.4,3,104722.47,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2722,544,110728.39,1,14559.62,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2723,614,121558.46,1,598.8,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2724,453,120623.21,1,129697.99,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2725,471,114713.57,1,36315.03,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2726,829,103457.76,1,1114.12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2727,754,101134.87,2,70954.41,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2728,749,78136.36,2,73470.98,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2729,667,0.0,2,91573.19,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2730,670,133446.34,1,3154.95,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2731,670,0.0,2,88187.81,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2732,623,108076.33,1,118855.26,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2733,571,131354.25,1,125256.53,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2734,641,62974.64,2,39016.43,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2735,551,143340.44,1,145796.49,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2736,741,116993.43,2,168816.22,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2737,472,58662.92,2,73322.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2738,650,128808.65,3,113677.53,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2739,625,137555.44,1,124607.7,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2740,650,142393.11,1,11276.48,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2741,535,0.0,2,136620.64,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2742,649,125785.23,1,70523.92,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2743,689,136444.25,1,51980.25,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2744,694,121527.4,1,113481.02,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2745,655,144696.75,1,49025.79,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2746,620,0.0,2,145937.99,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2747,577,0.0,2,25161.61,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2748,401,128140.17,1,175753.55,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2749,599,120383.41,1,24903.09,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2750,481,0.0,3,169719.35,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2751,704,129735.3,2,179565.57,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2752,698,185078.26,1,115337.74,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2753,480,0.0,2,48131.92,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2754,682,0.0,1,160828.98,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2755,700,0.0,2,145151.96,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2756,492,144591.96,1,196293.76,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2757,444,0.0,2,161653.5,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2758,624,0.0,2,84635.64,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2759,709,0.0,1,159486.76,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2760,557,100194.44,1,38596.34,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2761,646,145295.31,2,27814.74,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2762,719,106070.29,2,183893.31,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2763,706,120621.89,1,140803.7,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2764,660,0.0,2,146585.53,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2765,667,0.0,2,40062.29,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2766,705,0.0,1,181300.32,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2767,598,171283.91,1,84136.12,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2768,669,0.0,2,197594.34,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2769,580,128218.47,1,125953.83,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2770,676,0.0,2,75465.41,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2771,714,77776.39,1,177737.07,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2772,597,124978.19,2,7144.46,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2773,559,0.0,2,155639.76,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2774,564,0.0,1,162428.05,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2775,850,109799.55,2,12457.76,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2776,689,0.0,2,14917.09,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2777,758,125397.21,1,182184.09,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2778,604,0.0,2,129984.2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2779,733,111347.37,2,194872.97,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2780,778,104291.41,2,117507.11,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2781,732,94867.18,2,157527.6,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2782,646,0.0,2,92612.88,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2783,597,135703.59,2,74850.84,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2784,821,106453.53,2,127413.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2785,640,132412.38,1,69584.3,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2786,511,124401.6,1,198814.24,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2787,805,118022.06,3,162643.15,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
2788,540,82531.11,1,114092.52,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2789,705,184552.12,1,68860.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2790,540,127278.31,1,16150.34,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2791,532,0.0,1,115227.02,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2792,535,0.0,2,170621.55,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2793,627,184244.86,1,103099.22,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2794,646,59669.43,1,172495.81,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2795,515,79543.59,1,38772.82,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2796,697,151553.19,1,44946.29,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2797,652,166527.88,2,146007.7,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
